场景编号,日产氨量(吨),日总成本(元),日增量成本(元),吨氨成本(元/吨),增量吨氨成本(元/吨),总用电量(MWh),新能源发电量(MWh),网购电量(MWh),上网电量(MWh),弃电量(MWh),自用新能源电量(MWh),自发自用率,绿电用电比例,上网比例,合格情况,自发自用率达标,绿电占比达标,2030绿电占比达标,上网比例达标,负荷率序列,网购功率序列(MW),上网功率序列(MW)
W5P1,45,126939.85913287674,88269.86213287673,2820.885758508372,1961.5524918417052,683.22,819.4200000000001,212.7502,348.9502,0.0,470.4698000000001,0.5741497644675503,0.688606598167501,0.4258502355324497,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.767658 1 1 1 1 1 0.149022 0.1 0.1 0.1 0.1 0.1 0.1 0.193349 0.178067 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 12.0682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 0 13.9342 21.308 22.8558 23.968 24.3002 60.2578 52.956 45.3858 41.044 25.4022 12.632 4.9062 0 0 0 0
W5P1,36,64882.30913287678,26212.31213287678,1802.2863648021328,728.1197814687995,558.72,819.4200000000001,212.7502,473.4501999999999,0.0,345.9698000000002,0.42221302872763683,0.6192185710194734,0.5777869712723632,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.767658 1 0.749022 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.193349 0.178067 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 12.0682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 0 13.9342 31.7236 60.2058 61.318 61.6502 62.2922 52.956 45.3858 41.044 25.4022 12.632 4.9062 0 0 0 0
W5P2,72,464455.0190328767,425785.02203287673,6450.764153234399,5913.680861567733,1056.7199999999998,560.8599999999999,505.7104,9.850400000000008,0.0,551.0095999999999,0.9824369717933173,0.5214338708456355,0.01756302820668261,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 32.0422 12.3058 6.852 4.6642 0 0 0 4.874 11.1642 10.386 26.6678 33.038 32.4438 33.476 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0.288 3.8202 5.7422 0 0 0 0 0 0 0 0 0 0
W5P2,63,352667.9990328766,313998.00203287665,5597.904746553597,4984.095270363122,932.22,560.8599999999999,381.21039999999994,9.850400000000008,0.0,551.0095999999999,0.9824369717933173,0.5910724936173863,0.01756302820668261,全满足,是,是,是,是,1 1 1 1 1 1 1 0.614361 1 1 0.88761 1 1 1 0.882554 1 1 1 0.203904 0.218222 0.193349 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 16.0382 12.3058 6.852 0 0 0 0 0 11.1642 10.386 26.6678 0 0 0 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0.288 3.8202 5.7422 0 0 0 0 0 0 0 0 0 0
W5P2,54,262037.69903287664,223367.70203287664,4852.549982090308,4136.438926534753,807.7199999999999,560.8599999999999,256.71039999999994,9.850400000000008,0.0,551.0095999999999,0.9824369717933173,0.6821789729114048,0.01756302820668261,全满足,是,是,是,是,1 1 1 1 1 1 1 0.227899 0.703475 0.834892 0.88761 1 1 1 0.882554 0.730983 0.749735 0.357402 0.203904 0.218222 0.193349 0.898072 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.8802 0 26.0522,0 0 0 0 0 0 0 0 0 0 0 0.288 3.8202 5.7422 0 0 0 0 0 0 0 0 0 0
W5P2,45,193122.64313287666,154452.64613287666,4291.614291841704,3432.281025175037,683.2199999999998,560.8599999999999,226.83020000000002,104.47020000000012,0.0,456.3897999999998,0.8137321256641584,0.667998302157431,0.18626787433584163,全满足,是,是,是,是,1 1 1 1 1 1 1 0.1 0.703475 0.1 0.88761 1 1 0.740973 0.1 0.730983 0.749735 0.1 0.203904 0.1 0.193349 0.178067 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 5.3078 0 30.498 0 0.288 3.8202 16.4918 32.476 0 0 10.6822 0 4.9062 0 0 0 0
W5P2,36,131065.09313287669,92395.0961328767,3640.697031468797,2566.5304481354638,558.72,560.8599999999999,226.83020000000002,228.97020000000003,0.0,331.88979999999987,0.5917515957636486,0.5940181128293239,0.40824840423635145,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.1 0.703475 0.1 0.328583 0.1 0.1 0.1 0.1 0.730983 0.749735 0.1 0.203904 0.1 0.193349 0.178067 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 5.3078 0 30.498 23.1996 37.638 41.1702 43.0922 32.476 0 0 10.6822 0 4.9062 0 0 0 0
W5P3,72,561407.3482328767,522737.35123287677,7797.324281012177,7260.240989345511,1056.7199999999998,395.1,661.6200000000001,0.0,0.0,395.1,1.0,0.3738928003633887,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 33.9622 19.9858 19.652 21.9442 19.552 17.9398 17.2978 25.354 29.7242 24.466 33.0678 34.958 32.4438 33.476 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P3,63,446499.5482328767,407829.5512328767,7087.294416394868,6473.484940204393,932.22,395.1,537.1200000000001,0.0,0.0,395.1,1.0,0.42382699362811355,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.847605 1 1 0.583186 1 1 1 1 0.157639 0.218222 0.193349 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 33.9622 19.9858 19.652 15.6198 19.552 17.9398 0 25.354 29.7242 24.466 33.0678 0 0 0 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P3,54,340568.456232877,301898.459232877,6306.823263571796,5590.712208016241,807.7200000000003,395.1,412.62000000000035,0.0,0.0,395.1,1.0,0.489154657554598,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.687552 1 1 0.471224 0.528867 0.567716 0.583186 0.38906 1 1 0.203186 0.157639 0.218222 0.193349 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 20.9956 19.9858 19.652 0 0 0 0 0 29.7242 24.466 0 0 0 0 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P3,45,249938.15623287673,211268.15923287673,5554.1812496194825,4694.847982952816,683.22,395.1,288.12,0.0,0.0,395.1,1.0,0.5782910336348468,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.181634 0.518414 1 0.471224 0.528867 0.567716 0.583186 0.38906 0.398978 0.410458 0.203186 0.157639 0.218222 0.193349 0.178067 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 19.652 0 0 0 0 0 4.7818 0 0 0 0 0 0 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P3,36,173814.5971328767,135144.6001328767,4828.183253691019,3754.0166703576856,558.7199999999999,395.1,226.83020000000002,63.21020000000004,0.0,331.8898,0.8400146798278916,0.5940181128293243,0.15998532017210843,全满足,是,是,是,是,1 1 1 1 1 1 1 0.181634 0.518414 0.526458 0.1 0.528867 0.1 0.583186 0.38906 0.1 0.257292 0.203186 0.1 0.1 0.1 0.1 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 0 0 0 15.4058 0 19.4102 0 0 7.6258 6.3564 0 2.392 4.9062 3.874 3.2398 0 0
W5P4,72,600900.0842328767,562230.0872328767,8345.834503234399,7808.751211567732,1056.7199999999998,330.4599999999999,726.26,0.0,0.0,330.4599999999999,1.0,0.312722386251798,0.0,全满足,是,是,否,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 35.2422 23.1858 24.772 29.6242 29.792 26.8998 23.6978 31.754 35.4842 29.586 36.2678 36.238 32.4438 33.476 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P4,63,485992.2842328767,447322.2872328767,7714.1632417916935,7100.353765601218,932.22,330.4599999999999,601.76,0.0,0.0,330.4599999999999,1.0,0.35448713822917327,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.874202 1 0.351812 0.428969 1 1 1 1 0.126795 0.218222 1 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 35.2422 23.1858 24.772 24.4036 29.792 0 0 31.754 35.4842 29.586 36.2678 0 0 33.476 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P4,54,372073.9922328767,333403.99523287674,6890.2591154236425,6174.148059868087,807.72,330.4599999999999,477.26,0.0,0.0,330.4599999999999,1.0,0.4091269251720892,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.877725 1 1 0.286164 0.28212 0.351812 0.428969 0.234843 1 1 1 0.126795 0.218222 0.193349 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 30.1678 23.1858 24.772 0 0 0 0 0 35.4842 29.586 36.2678 0 0 0 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P4,45,281443.6922328767,242773.69523287672,6254.304271841705,5394.971005175038,683.22,330.4599999999999,352.76,0.0,0.0,330.4599999999999,1.0,0.48368022013407086,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.15079 1 1 0.286164 0.28212 0.351812 0.428969 0.234843 0.261783 0.287084 1 0.126795 0.218222 0.193349 0.178067 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 23.1858 24.772 0 0 0 0 0 4.8482 0 36.2678 0 0 0 0 36.856 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W5P4,36,190813.3922328767,152143.3952328767,5300.372006468798,4226.205423135464,558.72,330.4599999999999,228.26000000000002,0.0,0.0,330.4599999999999,1.0,0.5914590492554408,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.15079 0.441306 0.403084 0.286164 0.28212 0.351812 0.428969 0.234843 0.144959 0.287084 0.126077 0.126795 0.218222 0.193349 0.178067 0.146357 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 26.1482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4298 26.0522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P1,72,396943.3761328767,358273.37913287675,5513.102446289955,4976.019154623288,1056.7199999999998,715.76,431.7862,90.8262,0.0,624.9338,0.8731052308036213,0.5913901506548567,0.12689476919637868,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 19.1762 8.9302 0 0 0 0 0 0 0 0 5.314 11.9118 21.782 34.0158 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 1.2822 7.328 12.8998 15.7 18.0882 17.8982 12.782 4.8478 0 0 0 0 0 0 0 0
W6P1,63,288309.5451328767,249639.54813287672,4576.341986236139,3962.532510045662,932.2200000000001,715.76,307.28620000000006,90.8262,0.0,624.9338,0.8731052308036213,0.6703715861062839,0.12689476919637868,全满足,是,是,是,是,1 1 1 1 1 1 1 0.784814 1 1 1 1 1 1 1 1 0.871952 0.712969 0.475133 0.180342 0.119807 0.854983 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 19.1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28.728 35.372 33.3082,0 0 0 0 0 0 0 0 1.2822 7.328 12.8998 15.7 18.0882 17.8982 12.782 4.8478 0 0 0 0 0 0 0 0
W6P1,54,211541.04513287675,172871.04813287675,3917.42676171994,3201.315706164384,807.72,715.76,243.18619999999999,151.22619999999995,0.0,564.5338,0.7887194031518946,0.6989226464616451,0.21128059684810543,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.784814 1 1 1 1 1 1 0.444578 0.1 0.871952 0.712969 0.475133 0.180342 0.119807 0.162742 0.147663 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 19.1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 0 1.2822 7.328 12.8998 15.7 18.0882 17.8982 35.832 42.1978 0 0 0 0 0 0 0 0
W6P1,45,149483.49513287673,110813.49813287673,3321.855447397261,2462.522180730594,683.22,715.76,243.18619999999999,275.72619999999995,0.0,440.03380000000004,0.6147784173465967,0.6440587219343696,0.3852215826534033,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.784814 1 1 1 0.20732 0.1 0.1 0.1 0.1 0.871952 0.712969 0.475133 0.180342 0.119807 0.1 0.147663 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 19.1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 0 1.2822 7.328 12.8998 48.5962 55.4382 55.2482 50.132 42.1978 0 0 0 0 0 2.6038 0 0
W6P1,36,87425.94513287678,48755.94813287678,2428.498475913244,1354.3318925799106,558.7200000000001,715.76,243.18619999999999,400.2261999999999,0.0,315.5338000000001,0.4408374315412989,0.5647440578465064,0.559162568458701,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.784814 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.871952 0.520289 0.475133 0.180342 0.119807 0.1 0.147663 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 19.1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 0 38.6322 44.678 50.2498 53.05 55.4382 55.2482 50.132 42.1978 0 7.9962 0 0 0 2.6038 0 0
W6P2,72,506640.5082328767,467970.51123287674,7036.6737254566215,6499.590433789955,1056.7199999999998,457.20000000000005,599.52,0.0,0.0,457.20000000000005,1.0,0.43265955030660924,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 31.3302 24.9578 20.832 14.6202 7.98 2.3918 1.3018 7.698 14.3522 19.394 26.6318 30.102 34.0158 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P2,63,391732.70823287667,353062.7112328767,6217.979495759947,5604.170019569471,932.2199999999999,457.20000000000005,475.0199999999999,0.0,0.0,457.20000000000005,1.0,0.4904421703031474,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.699696 1 0.942366 0.968631 0.814506 1 1 1 0.274651 0.180342 0.119807 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 31.3302 24.9578 20.832 2.1576 7.98 0 0 0 14.3522 19.394 26.6318 0 0 0 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P2,54,299125.5762328766,260455.57923287663,5539.362522831048,4823.251467275493,807.7199999999998,457.20000000000005,350.51999999999987,0.0,0.0,457.20000000000005,1.0,0.5660377358490568,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.245055 0.398607 0.9052 0.647706 0.807711 0.942366 0.968631 0.814506 1 0.532675 1 0.274651 0.180342 0.119807 0.162742 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 0 16.8978 0 0 0 0 0 14.3522 0 26.6318 0 0 0 0 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P2,45,215666.2791328767,176996.2821328767,4792.583980730593,3933.2507140639264,683.22,457.20000000000005,257.2662,31.246200000000037,0.0,425.9538,0.9316574803149605,0.6234504259242997,0.06834251968503945,全满足,是,是,是,是,1 1 1 1 1 1 1 0.245055 0.398607 0.498024 0.1 0.807711 0.942366 0.968631 0.814506 0.654164 0.532675 0.35827 0.149778 0.1 0.119807 0.162742 0.147663 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 0 0 0 22.7298 0 0 0 0 0 0 0 5.1822 3.3342 0 0 0 0
W6P2,36,153608.72913287664,114938.73213287664,4266.909142579907,3192.7425592465734,558.7199999999998,457.20000000000005,257.2662,155.74620000000013,0.0,301.4537999999999,0.659347769028871,0.5395435996563573,0.34065223097112884,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.122882 0.398607 0.498024 0.1 0.807711 0.1 0.1 0.814506 0.1 0.1 0.35827 0.1 0.1 0.1 0.1 0.1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 5.0702 0 0 22.7298 0 34.9582 36.0482 0 22.9978 17.956 0 7.248 3.3342 0.822 2.6038 1.978 0
W6P3,72,607774.3322328768,569104.3352328768,8441.310169901066,7904.2268782344,1056.7199999999998,291.44,765.28,0.0,0.0,291.44,1.0,0.27579680520857,0.0,部分满足,是,否,否,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 33.2502 32.6378 33.632 31.9002 27.82 24.1518 24.3418 28.178 32.9122 33.474 33.0318 32.022 34.0158 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P3,63,492866.53223287675,454196.5352328768,7823.278289410742,7209.468813220266,932.22,291.44,640.78,0.0,0.0,291.44,1.0,0.31263006586428094,0.0,全满足,是,是,否,是,1 1 1 1 1 1 1 1 1 1 0.759793 1 0.418029 0.413451 1 1 1 1 0.228386 0.180342 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 33.2502 32.6378 33.632 21.9316 27.82 0 0 28.178 32.9122 33.474 33.0318 0 0 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P3,54,379917.0002328767,341247.0032328767,7035.500004312531,6319.388948756976,807.7199999999999,291.44,516.28,0.0,0.0,291.44,1.0,0.36081810528400937,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.758014 1 1 0.23132 0.329639 0.418029 0.413451 0.321012 1 1 1 0.228386 0.180342 0.119807 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 23.2078 32.6378 33.632 0 0 0 0 0 32.9122 33.474 33.0318 0 0 0 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P3,45,289286.7002328767,250616.7032328767,6428.593338508371,5569.260071841704,683.22,291.44,391.78,0.0,0.0,291.44,1.0,0.42656830889025493,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.19879 0.996149 1 0.23132 0.329639 0.418029 0.413451 0.321012 0.206935 0.193398 1 0.228386 0.180342 0.119807 0.162742 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 32.478 33.632 0 0 0 0 0 0 0 33.0318 0 0 0 0 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P3,36,198656.4002328767,159986.4032328767,5518.233339802131,4444.066756468797,558.72,291.44,267.28000000000003,0.0,0.0,291.44,1.0,0.5216208476517754,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.19879 0.213547 0.18959 0.23132 0.329639 0.418029 0.413451 0.321012 0.448231 0.193398 0.204053 0.228386 0.180342 0.119807 0.162742 0.147663 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 0 0 0 0 0 0 0 10.0138 0 0 0 0 0 0 0 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P4,72,647267.0682328767,608597.0712328767,8989.820392123287,8452.737100456621,1056.7199999999998,226.8,829.9200000000001,0.0,0.0,226.8,1.0,0.2146263910969794,0.0,部分满足,是,否,否,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 34.5302 35.8378 38.752 39.5802 38.06 33.1118 30.7418 34.578 38.6722 38.594 36.2318 33.302 34.0158 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P4,63,532359.2682328768,493689.2712328768,8450.147114807569,7836.337638617092,932.22,226.8,705.4200000000001,0.0,0.0,226.8,1.0,0.2432902104653408,0.0,部分满足,是,否,否,是,1 1 1 1 1 1 1 1 1 1 0.393629 1 1 0.259234 0.166795 1 1 1 1 0.180342 1 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 34.5302 35.8378 38.752 14.4158 38.06 33.1118 0 0 38.6722 38.594 36.2318 33.302 0 36.528 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P4,54,417451.46823287674,378781.47123287676,7730.582745053273,7014.471689497718,807.72,226.8,580.9200000000001,0.0,0.0,226.8,1.0,0.28079037290150055,0.0,部分满足,是,否,否,是,1 1 1 1 1 1 1 1 1 1 0.1 0.1 0.202125 0.259234 0.166795 1 1 1 0.197542 0.180342 0.793961 1 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 34.5302 35.8378 38.752 2.2302 0.71 0 0 0 38.6722 38.594 36.2318 0 0 27.9774 34.7462 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P4,45,321365.5752328767,282695.5782328767,7141.45722739726,6282.123960730594,683.2199999999999,226.8,456.41999999999996,0.0,0.0,226.8,1.0,0.3319574953894793,0.0,全满足,是,是,否,是,1 1 1 1 1 1 1 0.167947 1 0.343465 0.1 0.1 0.202125 0.259234 0.166795 1 1 1 0.197542 0.180342 0.119807 0.162742 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 35.8378 11.5058 2.2302 0.71 0 0 0 38.6722 38.594 36.2318 0 0 0 0 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W6P4,36,230735.27523287674,192065.27823287674,6409.313200913242,5335.14661757991,558.72,226.8,331.92,0.0,0.0,226.8,1.0,0.4059278350515464,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.167947 0.136439 0.1 0.1 0.1 0.202125 0.259234 0.166795 0.1 0.880082 0.126945 0.197542 0.180342 0.119807 0.162742 1 1,33.4218 32.0958 30.5118 30.986 31.5202 32.1662 33.2562 0 0 1.402 2.2302 0.71 0 0 0 1.3222 33.6174 0 0 0 0 0 35.372 33.3082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
